district,2014_01_01,2014_02_01,2014_03_01,2014_04_01,2014_05_01,2014_06_01,2014_07_01,2014_08_01,2014_09_01,2014_10_01,2014_11_01,2014_12_01,2015_01_01,2015_02_01,2015_03_01,2015_04_01,2015_05_01,2015_06_01,2015_07_01,2015_08_01,2015_09_01,2015_10_01,2015_11_01,2015_12_01,2016_01_01,2016_02_01,2016_03_01,2016_04_01,2016_05_01,2016_06_01,2016_07_01,2016_08_01,2016_09_01,2016_10_01,2016_11_01,2016_12_01,2017_01_01,2017_02_01,2017_03_01,2017_04_01,2017_05_01,2017_06_01,2017_07_01,2017_08_01,2017_09_01,2017_10_01,2017_11_01,2017_12_01,2018_01_01,2018_02_01,2018_03_01,2018_04_01,2018_05_01,2018_06_01,2018_07_01,2018_08_01,2018_09_01,2018_10_01,2018_11_01,2018_12_01,2019_01_01,2019_02_01,2019_03_01,2019_04_01,2019_05_01,2019_06_01,2019_07_01,2019_08_01,2019_09_01,2019_10_01,2019_11_01,2019_12_01,2020_01_01,2020_02_01,2020_03_01,2020_04_01,2020_05_01,2020_06_01,2020_07_01,2020_08_01,2020_09_01,2020_10_01,2020_11_01,2020_12_01,2021_01_01,2021_02_01,2021_03_01,2021_04_01,2021_05_01,2021_06_01,2021_07_01,2021_08_01,2021_09_01,2021_10_01,2021_11_01,2021_12_01,2022_01_01,2022_02_01,2022_03_01,2022_04_01,2022_05_01,2022_06_01,2022_07_01,2022_08_01,2022_09_01,2022_10_01,2022_11_01,2022_12_01
UTTAR DINAJPUR,1878.6344256103087,1849.4788232621213,1877.569056289748,1878.1024593630375,1902.2747094384106,1898.7677380445887,1927.3660318980994,1868.269681655727,1876.8842825073798,1876.0133735760685,1883.1876701943315,1876.8197561761604,1874.5203551450993,1850.6765983686637,1877.0928917028857,1873.490326117607,1916.1804879150643,1928.5148871518131,1925.3323936760592,1914.242769429411,1875.8309036378773,1875.0386901872014,1873.874304518313,1878.8613134496077,1878.4633557316329,1850.5061978249405,1874.2887959725845,1875.0048432732517,1910.9902253251714,1922.4374211536626,1917.3173264265733,1866.6661924495454,1865.540761680931,1875.8802095286717,1876.3932586004762,1876.1002191993562,1878.5018583605247,1854.4376124009725,1875.7513977425278,1869.3310248748912,1915.9194971112104,1920.5914032263186,,,1858.2127174863465,1850.0013383526657,1872.3737089176623,1879.6754941376523,1876.1728214411708,1849.5909961124582,1879.0277919560217,1878.5964187126353,1921.2311382628884,1912.1306559197758,1923.8936961011277,1868.1948053648277,1876.5456490988367,1856.7061020058563,1879.1495475664801,1881.0882606765126,1879.4232758303413,1850.2433147336308,1865.0798721364763,1876.1056754370197,1920.0109838170517,1903.4148451859294,1923.7452656977866,1871.3272535411152,1874.7282555448346,1874.2006310857253,1882.783565812171,1879.0163923181565,1876.7114763705465,1852.9041704483489,1876.8794433149928,1878.7719996284254,1919.758380535947,1908.4834148383918,1918.0365951146994,1866.9813558612523,1860.2134222071622,1878.9271835291127,1880.8281523501844,1880.0900656191372,1878.886961870728,1852.140998294702,1877.1627034549433,1866.6941992278391,1913.9208937656495,1923.7972552162778,1924.6333786918174,1865.2269233446175,1869.1480505039285,1883.1087998205019,1877.229395464959,1879.4850677420802,1876.2516332604412,1850.3493145937548,1874.1605907248077,1871.1364619690032,1915.601064223445,1915.6249297578102,1917.3278560535928,1866.7762160291472,1858.6646332619496,1880.5654753871167,1878.7595506058458,1878.3122339203069
MALDAH,1876.689495457942,1850.9000944080167,1876.2400277664856,1877.5304682723768,1908.2592615914316,1895.7787248759716,1924.6132169385987,1869.173434457637,1871.5499585645393,1875.8751964340693,1881.2057160014197,1877.8317776532112,1874.8352532755887,1851.8029688012268,1876.496921003312,1866.3437522763584,1916.7574218644734,1923.382085181515,1928.2764228360616,1877.0864003530185,1868.4864623425085,1875.8414501824843,1873.2194835631892,1877.2501643889339,1877.6747735793042,1853.0791593441154,1873.7095537698558,1867.4872871972946,1919.2725845401178,1912.3359523822812,1924.479925441226,1866.8334000273067,1869.0451270386666,1875.468468012353,1875.645916476101,1876.857401597514,1864.6343894319007,1855.31633369343,1868.9595225196651,1876.6387805437955,1918.0592535204948,1904.930797054352,1925.8856688645424,1868.8648378491616,1857.7873896238295,1849.4262851793753,1872.9718928640343,1882.772229733385,1877.7047500955177,1848.2870770024876,1877.6678966276388,1875.5681838611024,1919.5712340953805,1905.7349301954305,1917.2198680895153,1884.1450811742534,1874.3578063530388,1852.8352024513874,1877.988606012625,1877.5565998709792,1877.8172688080895,1850.0572673819347,1871.507467096026,1874.5608351603191,1917.1570773377105,1892.780479137296,1921.1699388567927,1872.6979959108976,1875.020362129571,1871.361131020145,1880.821004279979,1875.472949295324,1876.8785000037506,1855.5670141730723,1875.322073614502,1876.3847718147942,1917.7070793592582,1894.8102595066052,1930.164274431383,1869.9351111075466,1862.565198463031,1872.9985580213963,1880.8512740296367,1879.38064773297,1877.6609397773364,1851.915074882492,1876.6237119815626,1866.0132076456143,1917.5878587821535,1918.8412339529086,1925.9353094041874,1865.4923321934398,1863.160780068469,1882.3936677480438,1879.8324427229659,1879.3353107882672,1877.0203490471104,1853.8273562842517,1874.7956670307833,1875.2691967793824,1918.2786322495695,1913.1772063396438,1927.9983693296235,1866.6553816800895,1864.679718600021,1874.8747610995172,1875.7232502390748,1879.2194238973875
JALPAIGURI,1876.9002321868147,1845.104371531776,1875.8186684017114,1873.6252084915227,1913.6417775669356,1920.1754436063723,1932.37512873528,1870.0691297240926,1868.6652775253524,1874.6365389344262,1875.96926777549,1876.0164491158394,1870.1188970239878,1851.1812320368515,1876.9464299131396,1873.6170550294485,1911.9984303301871,1914.5922442752667,1927.9268008724994,1867.3639542437454,1863.0054963523799,1875.611438166337,1876.9930940663403,1873.471279497724,1871.4213246143586,1852.780083745853,1860.2266701271597,1870.8597691153182,1908.7813221442432,1936.6236167490276,1926.7921056287644,1866.8822399237054,1872.5390862698707,1874.1581722321066,1876.2471820977346,1875.5848670488342,1873.2807778305835,1852.8378375959337,1873.2092613431441,1870.9487749801835,1912.0956777149443,1923.013738486045,1930.688146307236,1884.5480401444527,1853.2461154572627,1871.5387806698845,1872.8131671504646,1877.1786421597203,1872.8228331344465,1849.7980593126595,1871.0728011768194,1873.3901748936428,1912.0514318223834,1929.1649248874028,1928.7858845799315,1868.7084204872185,1869.3963854316373,1878.0171518686295,1876.3599930602975,1877.134489280752,1873.0942377886136,1849.9664848283633,1869.9704350339491,1871.2185327538557,1921.1951935941136,1924.0940983884702,1922.6348926731448,1868.533860197488,1863.0201681453414,1874.3925428879081,1877.1624497175214,1874.4123032008026,1872.4669444396518,1845.1422460057572,1876.9585400213039,1872.3801648985975,1927.2565985485921,1922.9622008272531,1934.1270621200376,1870.3905898040805,1871.6522523386684,1877.3304731782123,1875.876863805411,1876.5253042636455,1872.2510758530536,1850.2223437252683,1874.5199696632828,1872.9993640977182,1909.390910236882,1926.659999726841,1927.1003339085205,1866.1926117224957,1859.159537611911,1879.3520194923221,1875.4720838700573,1877.0011698056605,1871.6860997287151,1852.0111659073218,1866.3178002880998,1871.1536021889615,1910.5795248570605,1924.9252164120396,1928.6999849433873,1868.0291275066309,1847.8629826960596,1876.3711408986426,1876.5481508418127,1876.1601491306478
HUGLI,1874.2435332591488,1853.481191196466,1874.8927987337577,1872.3183666565485,1923.9253108091689,1893.2435293015171,1920.4361066175836,1874.9873814285359,1871.7944713835661,1849.9255092306983,1878.2517966016915,1879.225611347832,1873.4331938671467,1852.1493136737874,1873.6651382620425,1868.9437155665075,1921.1423924613046,1891.19438763292,1901.0527775545518,1867.5465792941372,1871.999291528385,1859.7595443096245,1875.420363613021,1879.3614473875061,1858.06871526587,1852.1574629241932,1876.5026042778231,1873.4299326285761,1918.2761414369709,1889.5459804269913,1914.5305618561054,1907.424569888974,1874.0347748709373,1860.2673511527223,1875.9284645635635,1876.9340205464523,1850.1706795551972,1853.9985389614314,1873.401354756918,1865.3465323204705,1915.6042830201861,1893.2233012265797,1897.2101590235159,1864.7617802927612,1870.7810123064526,1847.6940302381552,1875.266162286783,1878.8784522506355,1859.9459016610401,1855.482397631323,1873.9171360934492,1871.588946253841,1920.543409758399,1882.7473353471205,1890.0652493171992,1873.002225931391,1872.8225697260505,1847.8665348590441,1875.7636358154105,1879.8234727861968,1861.5694804981026,1864.6989095946901,1872.3505283605693,1871.606118824913,1918.7886284238666,1880.0420279937387,1907.0983894656326,1872.6008961793473,1874.1252548207183,1850.3110293009443,1875.6226799692197,1879.4150747437998,1880.4073865378343,1853.7480011816556,1872.264666521678,1868.1195145352376,1920.1204822949176,1892.117473485399,1920.239389597462,1876.2901535424387,1874.3902765427933,1850.8227438746935,1875.3677817626474,1878.9420541428988,1874.6650468990954,1851.625663849326,1873.0863425436237,1872.978497720081,1931.7194979376284,1881.9966185100118,1900.5716193087476,1868.8716719153913,1873.9580389178695,1875.3581311005637,1875.0500562044303,1876.295625499868,1854.3474413223285,1853.8299493533991,1875.556636103453,1873.2987789372316,1913.5014379437919,1890.5880428251105,1892.4635111217376,1865.4144886815932,1871.6006701396104,1859.8730185565792,1875.3161515241447,1880.5681197515255
KOCH BIHAR,1875.2399939358286,1849.0500560594196,1878.0911659730455,1876.0167153858515,1919.7635702327545,1922.0907373213345,1932.9523254635076,1852.3889535841395,1857.367950510523,1854.5612261651709,1880.9662025942582,1882.829087608021,1853.0923730052577,1847.9101364988733,1874.659374534191,1858.9884758084083,1918.2897796355091,1908.7629367319673,1936.3574927587822,1869.46434746026,1875.6084032335923,1859.5986567997231,1880.809685736361,1877.4681901553993,1877.6743288785683,1851.4823958061245,1874.2974224743439,1873.4563817142239,1914.7443393891965,1917.3597535866338,1923.3305792646127,1887.9994922205576,1876.6648508561948,1875.4276166816412,1873.2950067422748,1875.2257355353247,1879.0359210475713,1852.7429875333867,1877.0304339992417,1876.6091915209265,1910.097012468849,1929.3954263264018,1928.1713998656476,1865.2156256736282,1856.5743896281094,1881.5263838135584,1874.6925244518231,1879.9637507113896,1873.4426465495844,1851.8408586623598,1876.8344063391394,1851.7479321794845,1908.1189400794635,1929.0999370432264,1920.3730736055531,1871.3750364145421,1849.3226212565494,1876.4246943634832,1878.9376466973076,1880.8277041061242,1877.9775703158518,1854.5990223901133,1874.6023266688119,1862.7768392655817,1924.2793332518847,1929.5720620851455,1911.5658803220347,1876.3081549832373,1859.3271293950927,1854.512792635057,1874.7766353415866,1878.7373764272604,1875.159848247277,1849.2832184998813,1872.112222465265,1855.4650540568718,1919.020893358454,1921.5842433247644,1927.90211818045,1877.0567960611465,1872.4086804675153,1855.4233074719382,1875.4240870225967,1881.414228037612,1878.5743417417348,1850.5950749612657,1877.540134055833,1877.214690889396,1914.6104466693007,1916.2240551858306,1915.5979595824351,1864.8251729261192,1875.3238919818116,1857.2932275914827,1879.3658971721316,1880.930361854314,1877.7379113225447,1851.6904242723333,1875.4011833187496,1877.4831583928722,1923.6917754476917,1916.1309609493508,1927.0041404274025,1865.1497949805052,1872.291046731158,1875.4875172807438,1875.846853484853,1877.4998375091752
JHARGRAM,1864.276000192116,1856.9682068797053,1877.4563918434735,1866.3532880690375,1913.277814201424,1894.0957455694618,1886.5721087083602,1871.3487653634015,1858.9359759924678,1849.919959177522,1877.0339281991726,1881.6227668998367,1851.0209145972428,1857.3654681983219,1877.6736154722169,1867.7662308876834,1921.6211135629515,1888.51809665173,1890.7536335968766,1869.1498191939907,1845.5595081780837,1850.5402781175148,1875.8492010873258,1881.3267615026593,1850.2137987039919,1870.7806214319257,1874.340747664181,1857.478025033818,1928.6568495221322,1893.5479755417948,1905.9756157247054,1868.9089175558395,1876.504742854629,1849.9090679590852,1875.7381783605385,1881.6446271423201,1850.201620103021,1878.0443995339806,1877.6709999589582,1877.1475712502984,1919.151099622982,1889.2109289002742,1878.4954237922136,1893.939171015232,1854.4365614115397,1851.040302572341,1874.9043630002122,1881.1247556150447,1880.2216619300882,1852.5766277347611,1875.445268081937,1876.4957938715206,1917.0333114421735,1882.0014736778835,1882.5969376340224,1903.5924714083505,1850.2787188687964,1850.0871402125622,1878.6736046599174,1879.4004514418864,1867.157682663887,1857.0223948913826,1878.6801078781123,1875.2321528754162,1920.1984946126543,1896.1101250836525,1894.7880807438294,1924.4154509075763,1878.1319224509045,1849.3667719265252,1881.4830242421485,1881.019547901466,1850.5641357860025,1856.3952595460546,1874.2408391015394,1870.4340503615094,1911.8252391848325,1892.0725371959938,1887.72599056006,1915.2747642281308,1861.7318106281655,1853.0427152058414,1881.9301198381984,1880.2526520975553,1850.4562862402504,1857.078054869254,1876.6668355346617,1868.4649818778869,1921.156200133042,1890.9643276250752,1893.3354827992664,1870.2974308874834,1852.8815329355161,1849.871755748933,1877.589864800331,1879.5337558629074,1851.4405132957186,1875.9627759991354,1876.6149541835161,1876.16339417519,1920.6809930688703,,,1866.0941877285973,,,,
ALIPUR DUAR,1877.4425270446293,1850.0147106532165,1876.318391938579,1876.5013100397928,1917.714384324643,1932.5121737322074,1933.6156310299755,1851.038413346516,1854.3529790562843,1852.7872882895863,1881.3056558166395,1882.1005615821273,1863.3579490084803,1850.1360671670031,1872.0722290184958,1856.0944720533937,1916.3527582516674,1916.3830052346589,1934.1465806183069,1866.2962868946586,1870.0287895782928,1870.1101415219946,1882.1890358087362,1878.3066939436803,1876.852922911113,1850.3145459306813,1875.0003703550276,1874.8543279968046,1914.8781857742256,1925.2105212980607,1928.328559472665,1895.6828674112467,1865.2042125957028,1875.8087759749787,1877.9976050538974,1877.471465067202,1881.2833524759553,1851.4706886505705,1877.3325472876413,1877.1302083803273,1899.6843583466264,1927.5486949111248,1927.1835946702238,1866.3435094836304,1862.6550425585378,1881.2132767032078,1876.447713230443,1881.8237131756784,1875.1375599516437,1851.9280171520618,1872.6905570669908,1862.5974875369013,1912.7715988623156,1929.923204431909,1926.0673088922904,1874.4131770744295,1857.0870307380123,1876.719894356229,1878.3698416923182,1881.4467061828818,1879.7347336647686,1854.0426611372552,1870.3769233096812,1851.1276685879375,1923.0214582985866,1928.933539152779,1914.2834298196951,1875.550125318746,1855.404350544845,1852.625454182847,1878.160333056822,1878.9959973301657,1875.281068564806,1849.933033786097,1872.7470181711296,1855.10849791487,1920.6905815648029,1917.1767081349915,1934.9573469060113,1876.5650556403398,1859.8755672468699,1852.8236216990226,1876.7576041211976,1881.4220889892558,1880.041135061645,1849.912352367315,1878.9016861157195,1876.1213349964992,1920.1076078387525,1916.451172134701,1908.9225314873927,1866.178853760167,1874.101241235634,1866.2855819806273,1878.3836570583946,1881.7098208666775,1878.1489323789203,1851.4208890560703,1874.9551744892756,1876.2634840923229,1919.6816141168879,1924.4525927089956,1927.4075725472312,1864.9763615995028,1853.3054850818098,1876.385851635494,1876.8022214910432,1881.579618933609
DAKSHIN DINAJPUR,1867.2560757090146,1846.3756338104965,1874.5355691893244,1874.4117112431113,1918.4027613303026,1910.4233114606088,1929.7223014710614,1867.8600451872833,1872.412081546402,1868.6326863995257,1878.0326645219463,1880.7453183473233,1872.1525275938943,1853.0372302352744,1874.4354601790608,1871.300833689109,1909.3519042779037,1919.9867411940268,1927.0002923261648,1876.344749907474,1867.6628711703659,1868.1959550530273,1872.8110795634775,1874.2394407511608,1873.5848671811518,1853.094460599627,1870.3550628758203,1871.0104240162714,1924.855479332252,1914.032315941215,1912.0462394018073,1873.3626031681647,1871.1592708915136,1868.7671243717934,1873.2665881507867,1874.9043291576222,1874.8030314689188,1853.4435309474447,1872.8797481747135,1872.9203449428485,1918.0843191282656,1916.7487893791342,1925.9506923416432,1865.9009617115523,1854.2020495066042,1862.978529225507,1872.3281168988508,1879.3155275135914,1870.753741364949,1851.1816358538852,1875.2654779962586,1873.181970264302,1922.9557262775288,1915.9317814157534,1920.547487011397,1877.4596249609683,1874.5260906884323,1867.7118790500115,1876.4813579218694,1880.2054334211073,1868.4212163833508,1852.2431607990693,1871.5994429915972,1872.4499473376309,1918.0773992501238,1902.6316554074374,1927.259995632179,1873.368707662798,1867.6998579429971,1868.6057478564926,1876.2448859908448,1878.0834890011483,1874.6149128006687,1853.6311322833747,1875.6530268119338,1873.1169866884409,1915.2727357536846,1909.8720589762145,1918.9711228590775,1870.459326801407,1872.2261504479122,1870.7453653180823,1876.221157602329,1877.447511022577,1874.032095118751,1853.239894794127,1873.5869415847287,1871.1495019573656,1916.8139897786334,1916.165386829294,1925.7736636869583,1865.349487416526,1871.5726162426047,1873.4711947810783,1876.1864097203115,1876.9537569103766,1873.3160253179774,1852.597573787171,1871.589170598701,1870.9514307954955,1923.3810294359548,1903.2021683616927,1921.8464559483016,1866.4303437917188,1858.2104044372875,1868.288783921277,1875.2228881694703,1874.719515047685
DARJILING,1879.3062953456815,1847.5169248538934,1879.7936162885783,1867.2588204216606,1884.428884816387,1910.193497148046,1930.4755919446516,1866.5935965927226,1877.6373124248096,1879.2580174181871,1879.1348013735228,1879.2564221449716,1876.291180541913,1850.906806753729,1878.3093668179454,1871.8144177136048,1913.7715474641575,1924.7184975654413,1927.1931538503154,1874.1356634510105,1877.0571100275238,1878.3720174333926,1879.343741194076,1878.0405382661547,1877.6726388721472,1852.6686351997407,1875.4472394694856,1868.8975306997786,1908.279958057157,1931.0309900947602,1931.4245107609029,1875.2119693002453,1859.9261106315798,1876.829891171202,1878.2582139373435,1878.8128288373387,1878.580093498903,1850.8923205777512,1865.6776804342762,1877.0787161628339,1912.3968086000227,1933.9330058346313,1928.9954586995914,1870.5882158221627,1857.8664406377818,1850.4618356911872,1874.8628219834877,1880.4302093727306,1878.0646336018053,1850.4320641788256,1878.3380402410287,1872.995254140665,1915.2198854053356,1925.4524142639473,1922.0064093040235,1865.979546711707,1871.7447761489798,1879.0907482189423,1878.1679117497529,1879.1146093641787,1879.147481193891,1849.380832707845,1846.068062556249,1877.6596434749824,1903.0619184174454,1921.3071023231344,1926.0982084315756,1866.8104582911442,1867.7310035709152,1874.8839113282754,1879.3968601999443,1878.0029875637144,1875.171869710191,1852.5776672363716,1878.7810507680047,1866.622751489908,1926.4072454678046,1930.8975614778717,1936.0404551053307,1866.0607621003612,1859.175666130146,1879.4354152962055,1879.5134213882588,1879.510238059335,1878.114277126876,1850.9297627753617,1877.4303713004601,1874.796233622478,1909.8773176206455,1925.4998589068562,1925.9751807929347,1868.8950610173845,1876.558940217322,1879.4118024024963,1877.4873899657157,1875.106527990686,1876.9505941315251,1850.8972929954648,1878.069161000862,1867.7857432371388,1907.8012047262073,1928.971364849914,1929.5302967526113,1876.1790334466054,1857.757571321871,1879.8588894427146,1880.8647920610424,1879.1692362631536
PASCHIM BARDDHAMAN,1882.408251443076,1853.0641348944089,1877.4063222591908,1869.3668990992846,1911.4425137659173,1889.2164426156069,1913.0673919188794,1868.6053543993883,1848.9660753073465,1850.0298463871889,1877.0011247845114,1879.5489697094733,1859.6526530713834,1856.7658481503954,1876.17173134474,1864.3032722486503,1917.5606451098738,1892.3696092232658,1912.9498482097033,1867.6857383312745,1862.6571836935407,1859.236252533771,1875.7192070750555,1882.3120725646897,1851.2100585354797,1857.212614460773,1870.1523364685806,1874.1125215649326,1918.112469824592,1892.2426930605577,1921.246219045304,1866.2934436220705,1877.7021683106652,1876.7232190326306,1875.879964899177,1879.6412515112136,1850.6141709791125,1863.2471573481446,1877.1322495467991,1877.220322512214,1917.972039010944,1891.1015569862402,1903.8614516153425,1867.3153171317435,1858.855292175805,1850.4637192977443,1874.8442683575101,1880.5347908381925,1881.1550193040923,1852.5632237441816,1876.1826788025633,1875.7129121169542,1920.6338536766891,1888.5665490280176,1891.9718116208494,1884.3165154260014,1867.7168810882483,1851.7780585927312,1876.87932372943,1879.0329605314514,1880.2608740466324,1853.2169287089391,1852.3617675936687,1875.1598571484053,1915.9928011081768,1890.4988677260137,1895.2076690131291,1904.5705424940038,1875.421349703971,1850.7456286923593,1878.857473747721,1879.520825583954,1877.0577350046728,1855.8495173316785,1876.9869826310792,1868.7927326811978,1910.6243133176831,1893.686850010221,1909.9975294258027,1904.7750724110483,1849.1487829328723,1850.3562256279677,1876.2970239579245,1881.8991248936002,1850.848353508572,1856.8509741669072,1876.1281326821359,1866.0081416289179,1923.438955412997,1893.3818370745942,1911.7027900904009,1867.010428094091,1875.392803832739,1871.5582018049458,1875.676367606883,1879.6884063287232,1851.5393974819062,1856.51877995995,1875.974561974758,1875.1436949207366,1923.3610856362013,1892.209734417477,1900.6911384117466,1865.9807912947415,1877.2156607039453,1873.3105844316942,1875.8508827947967,1879.7485009680743
HAORA,1866.6404968195163,1853.279298629475,1874.1041394061958,1873.8134316303924,1926.4135924518566,1888.812496603994,1916.2529641641668,1867.7209533810792,1872.7512201448224,1850.0535768390048,1878.6613593139248,1879.1445388326592,1866.3708276627842,1849.2746062033805,1873.8119959343258,1870.3771223694787,1925.3413343446393,1890.2751522563708,1896.5635428644835,1870.6421530690186,1872.6266751304229,1861.287161760045,1877.021851978561,1877.429526201866,1849.6452198055024,1847.4802981187545,1876.706392535966,1873.1726571866318,1917.0353498751851,1886.0091754853838,1912.7421312472354,1911.962736826714,1872.1192482104507,1860.0473370012382,1876.9750193598525,1879.0272609418182,1850.4096513339084,1848.9559490676506,1873.893262406015,1865.41107770671,1914.0870996027122,1889.143873193954,1892.2367355863914,1864.2972413621542,,1846.9497216199425,1874.2510345732173,1875.706781615984,1858.4090447985138,1863.466065610253,1873.5865659772587,1871.5781655930832,1921.3542394838653,1874.3018610690006,1893.6491049606059,1866.4983298132977,1871.6354939746896,1846.675936327782,1877.2974281688696,1877.5858968982811,1859.5566384451517,1860.465039528595,1873.2087931453677,1872.1489168437752,1922.839333977698,1877.0518255526838,1909.5045493703738,1866.4191448878923,1873.024403035981,1850.5102139699216,1875.60149172093,1876.1291852260695,1877.9082633070718,1853.1235079774606,1874.1484205558095,1871.4012991690681,1926.3962999588828,1890.6056000697472,1919.9106507294975,1868.8083373869913,1873.8463426804647,1848.0177678740874,1876.5774797611562,1878.3674491791828,1864.7061833745868,1846.3727750965345,1871.6507017223942,1874.3997726151454,1928.1428677333095,1884.1703522903604,1895.4268417246842,1872.2562420188112,1873.4486559894285,1876.0532157812477,1876.0620224001739,1873.6333062221722,1847.145682984309,1849.0294923437377,1877.0423015711795,1884.2484800340562,1916.583368502711,1888.2919125965404,1891.1414352983825,1865.9360260990632,1872.2647953091375,1859.7215309942853,1874.8459984275512,1878.7337333149756
KALIMPONG,1877.3254945183858,1850.0650360697875,1877.2901176049154,1873.1723248098556,1880.7433623630543,1909.9141319880782,1930.2110550136279,1867.1108720869408,1870.848873242611,1879.5445692081717,1877.9950215149693,1877.4802970914352,1875.6583241480978,1851.0141485392105,1875.1524881043151,1875.6505884117298,1906.9693759671368,1917.4613094311717,1928.3563721073408,1865.8031523356017,1870.2134750220398,1879.7391800119908,1877.2890960737036,1874.9062090622388,1875.699842727924,1851.983823735306,1862.862910396151,1871.647633240883,1910.835242751563,1928.8781848760832,1931.9665103455052,1874.3477632735649,1872.2924028856269,1877.5633440481392,1876.8262694781172,1877.3006308210274,1876.8509685097843,1850.1703941441442,1868.370532741877,1870.8369550533455,1911.9133251530575,1926.0774465859988,1927.0841495606144,1880.3070119313597,1852.4651406999956,1866.724559417826,1873.7804396801962,1877.72695813495,1877.5850186770613,1850.5116403554216,1872.0226970906988,1873.3668727260429,1914.8043044938681,1929.1705136885955,1927.2827074995541,1864.5684498677892,1870.2808488307385,1877.033102472303,1878.0908888081176,1876.30880804386,1877.2730424049782,1850.1157043518792,1870.2508544669265,1871.9196308631463,1905.801778370573,1915.0161173546012,1928.432681867259,1869.6724890908147,1873.3044340309866,1872.4038234532493,1878.4012984973435,1877.0146873769163,1874.0040429641351,1845.7796568418964,1876.8977944246196,1873.62719326608,1929.5917453930044,1919.533293833702,1935.4891539531898,1866.4982458400852,1868.08809182809,1879.2791339235112,1876.6689355475926,1876.988430897294,1876.041989773842,1851.5816330859936,1874.2659691357114,1878.7537162139129,1906.4584049510959,1920.5524609317686,1927.6211790064092,1865.6948142992458,1860.590475419661,1877.1406280439926,1877.550268662628,1874.288830512815,1875.468035907539,1850.3774001143724,1866.5926556151219,1869.5449916982564,1904.9168676791558,1919.1997034783135,1929.433038791563,1876.6606197042554,1856.407119242377,1878.386971549754,1877.786003190071,1877.2407891721664
KOLKATA,,1851.7623321625688,1874.4628980015461,1874.646787021381,1924.414143963007,1885.576518139508,1909.9472520562567,1866.134991061588,1872.5323654002889,1851.4993043903817,1876.4457640272083,1877.045883794903,1876.0227811378832,1855.0829622392575,1874.5954938305397,1873.3572977831514,1924.1117499182628,1892.8637605936376,1892.5149078790341,1877.4376307284526,1873.1009196187238,1850.0844624657843,1876.2978147780123,1882.498858466255,1850.2279047363536,1857.3782677355696,1879.29765051171,1871.5324548426827,1920.5361097080447,1891.6869208318785,,1927.4728054805362,1873.9030007969973,1852.418691552824,1875.7648639446898,1874.6864147618826,1849.8500530510566,1857.5532918593938,1874.612126884156,1859.9754432590953,1918.0489161297103,1892.9410033577508,1891.519423902601,1869.502100994832,1874.296270320395,1848.5520999692271,1876.5217174582226,1883.2892158026464,1850.4746957196758,1860.7670144663327,,1874.4846836083293,1921.2987851168489,1880.2257525285863,1893.075009201669,1867.0022579142735,1873.246382288348,1849.661775193942,1876.0930099950306,1881.403057207912,1850.228669369008,1869.6768399635869,1874.2228289611533,1871.9103393159573,1917.2830829157767,1875.5336078265382,1905.9722636381077,1866.858942379551,,1852.5933842189975,1876.0365928975573,1882.092989369221,1881.1229818856884,1851.7123327593752,1874.5334797886326,1870.7160665899985,1925.526986732502,1884.616163400815,1914.1287084630737,1867.215987614274,1875.727182156002,1853.068378924721,1876.4443135388274,1876.5205092914002,1882.9644054067835,1856.652994682985,1873.4247083905332,1873.8303636094352,1925.6020215883696,1879.9799261405476,1891.2859036298423,1887.3738740836288,1874.169569082085,1870.928824728007,1876.2027290294634,1879.098804649085,1850.3668454788176,1858.2986807495056,1880.6334140757433,1880.1737221308008,1916.7495142618102,1893.8466124987567,1892.2805957546648,1869.0319837862874,1872.16922999641,1850.0663109148604,1876.0184906283248,1880.48528522168
