district,2014_01_01,2014_02_01,2014_03_01,2014_04_01,2014_05_01,2014_06_01,2014_07_01,2014_08_01,2014_09_01,2014_10_01,2014_11_01,2014_12_01,2015_01_01,2015_02_01,2015_03_01,2015_04_01,2015_05_01,2015_06_01,2015_07_01,2015_08_01,2015_09_01,2015_10_01,2015_11_01,2015_12_01,2016_01_01,2016_02_01,2016_03_01,2016_04_01,2016_05_01,2016_06_01,2016_07_01,2016_08_01,2016_09_01,2016_10_01,2016_11_01,2016_12_01,2017_01_01,2017_02_01,2017_03_01,2017_04_01,2017_05_01,2017_06_01,2017_07_01,2017_08_01,2017_09_01,2017_10_01,2017_11_01,2017_12_01,2018_01_01,2018_02_01,2018_03_01,2018_04_01,2018_05_01,2018_06_01,2018_07_01,2018_08_01,2018_09_01,2018_10_01,2018_11_01,2018_12_01,2019_01_01,2019_02_01,2019_03_01,2019_04_01,2019_05_01,2019_06_01,2019_07_01,2019_08_01,2019_09_01,2019_10_01,2019_11_01,2019_12_01,2020_01_01,2020_02_01,2020_03_01,2020_04_01,2020_05_01,2020_06_01,2020_07_01,2020_08_01,2020_09_01,2020_10_01,2020_11_01,2020_12_01,2021_01_01,2021_02_01,2021_03_01,2021_04_01,2021_05_01,2021_06_01,2021_07_01,2021_08_01,2021_09_01,2021_10_01,2021_11_01,2021_12_01,2022_01_01,2022_02_01,2022_03_01,2022_04_01,2022_05_01,2022_06_01,2022_07_01,2022_08_01,2022_09_01,2022_10_01,2022_11_01,2022_12_01
YADADRI BHUVANAGIRI,1846.527856347476,1871.602350867231,1870.1371887728544,1878.3203362437628,1895.3600731763502,1866.9882102037939,1874.1117623230168,1886.591875566811,1872.744095583498,1868.8198524222928,1871.1929376610346,1862.2958810561645,1851.625578032656,1875.531801607959,1871.7715678318482,1887.9965513783209,1894.1846052318608,1877.4083903516932,1874.8776813738334,1876.3229929506047,1870.714985937902,1847.625145524516,1871.6246640916454,1874.5163689373978,1850.7925451376555,1850.8762676977276,1870.0947286944531,1874.3153582918533,1896.5268189824703,1868.6194378954672,1889.0864750656572,1883.1662328161472,1871.1008791082963,1849.4789534146703,1875.463605788975,1873.063286961625,1846.440099417091,1867.3441016048348,1872.3102283686144,1873.165965456723,1888.5568636991325,1872.4524445784355,1877.10584686313,1877.1324195741815,1869.7248189737427,1854.1952632926898,1874.0385623778122,1871.831524664934,1849.9670635223051,1866.3223843205274,1871.1734533663637,1870.1918014958471,1892.3152044114368,1875.9646455254679,1866.1789784250157,1869.415972738602,1872.410997280657,1854.917664775589,1870.680220939364,1870.1153435623141,1847.9160083178954,1872.6423691706593,1872.5663893649737,1878.8742763984844,1896.9882855293215,1880.1872783787446,1880.3262837646673,1888.9630413479524,1875.187071093901,1855.7765782028214,1869.7812009279587,1874.4366453163561,1847.1202194728562,1871.9938042134368,1871.9705635902255,1882.1666304177147,1894.438866714566,1897.7338162536869,1887.0137981926166,1924.543838886821,1874.7412405575685,1849.117288648982,1858.574066910165,1874.6575386929214,1851.1654325188244,1875.0004325743846,1872.9871033539803,1873.5480883938455,1894.0912881403733,1867.8827390751642,1877.6654971297773,1883.518810240435,1871.0241124354698,1846.7205496171996,1851.373748311282,1873.1041238758814,1849.5761283186139,1853.6026461645906,1872.5996935842513,1865.9237977807193,1894.9657037161348,1865.1961450243127,1864.4840195216552,1882.8967980429209,1868.2913214192472,1851.300421883534,1874.5628956840212,1875.121483902141
NIZAMABAD,1850.6984486617607,1871.2806268745576,1876.1621929451221,1870.4763161603369,1919.0244946375158,1878.974549062692,1885.443652013254,1900.384979221949,1875.3598974403053,1875.9883954875745,1874.3753754166987,1853.2519292098955,1851.2877143003252,1873.0346417916558,1873.7427743081246,1874.5913612311117,1900.6960690620772,1877.6679524331853,1893.4778994538215,1863.514770199715,1877.7072840839132,1851.0782491291561,1869.551500787153,1876.1320470122791,1851.7719170448975,1857.8413203813798,1871.133288341885,1866.7087550269484,1888.4332941478187,1871.5809272810138,1888.957912678458,1867.8394389739954,1876.1417578153153,1859.9589897042003,1881.8374566097161,1872.555078443654,1850.571367465281,1873.1533134799042,1875.0643455442644,1872.9733573120834,1895.6365381742307,1878.9610034679201,1868.9678106023343,,1874.8051892677918,1855.8550697330452,1876.0090496741518,1876.2987499570054,1850.4709267369965,1868.8504439580843,1874.9329914682644,1875.5800577133502,1891.3471163485988,1879.5573737386617,,1893.4839809840466,1877.1804389250647,1853.171901496325,1875.5687414747904,1877.857898590876,1850.2591745640289,1876.3184002913515,1875.4015722892616,1868.6871603973675,1894.3515206491109,1866.7862069891921,1882.8522580020735,1902.2348713433903,1864.0454135006228,1854.0126723563321,1875.6508492623072,1879.4744524525,1849.630549880153,1874.648810374237,1877.360140411444,1871.268837293662,1914.6494927926806,1876.846285192709,1892.9871146432956,1874.744014238863,1864.7664253928103,1849.0987151438362,1871.7678850673726,1876.0399335527704,1850.8587308591543,1873.4808932051462,1875.2955719072588,1874.8451159729125,1895.3935758453224,1880.4936254446425,1884.060035024086,1867.051675913509,1861.817754286738,1850.7752889556925,1873.145401475375,1874.3691074754308,1850.4610221755102,1860.08933182591,1875.6931742890088,1873.0783084252835,1890.7852223159455,1880.4743249326366,,1867.862327857234,1870.5381390376542,1856.6160789693056,1875.9589806120246,1876.3011173503019
VIKARABAD,1851.2904146541894,1870.4409011649834,1873.8408647477158,1882.348060703229,1889.9378842486385,1875.68890853424,1892.1043009929197,1878.155251004217,1866.9726023901603,1870.3492281943431,1872.903092745566,1854.1748580748908,1851.5652899777365,1872.921731899667,1871.9027607100409,1873.047497648132,1892.9934565134656,1880.806382007174,1881.8151204341848,1862.3284698339573,1869.8240463522534,1853.765193052208,1853.8397644465883,1859.0338423562657,1854.5174566987507,1867.2375677285768,1873.1789192061308,1876.464899074488,1893.6330265235301,1875.8992229681107,1892.7723055507397,1866.7600191845283,1866.286573759951,1870.355267288821,1852.9173431991833,1872.6244009599536,1850.9426255687686,1872.1026963920624,1873.5654247240254,1872.135179783086,1895.9875817456573,1885.7294181171603,1888.8501410224812,1900.5458889545155,1875.4970506171048,1865.4856206505522,1853.8340408637923,1874.8042378695254,1850.7074828395769,1878.4328317584784,1873.3961992683714,1869.7092689978494,1893.2216184460221,1874.6513897036025,,1877.0719401802498,1864.6075505809936,1854.557607620633,1861.5747284263311,1873.530841707227,1850.9444734528915,1875.139437105596,1873.4342916195592,1867.5946044957466,1896.309570455664,1874.0829304561846,1870.7623515988137,1892.5014553145897,1871.720169282813,1853.4931323901242,1871.9423435005385,1873.04085242807,1852.0692213995428,1872.6664982354857,1873.5332194329922,1876.7452111347934,1889.7981226766249,1875.6138507962905,1889.547590955114,1877.2291515736113,1864.5326476721643,1853.7481907417662,1853.983735430792,1869.7966600269306,1852.8601360252803,1873.9033759667584,1874.618010298113,1878.959045719542,1893.3894422688518,1870.7142020592198,1891.0841841916217,1871.954710241686,1865.7061185200298,1852.6309481941648,1849.236117219187,1860.1716004221014,1852.5911823704264,1873.0762006302868,1873.7124756684414,1872.4602026624896,1895.4958774981349,1871.096259802324,,1870.6633209450192,1914.7620618959177,1851.4096661739131,1854.1139139310806,1875.5445670236577
NIRMAL,1854.8277209722357,1862.7326100995544,1874.7523363129978,1863.9310538649286,1919.2583627506726,1882.0177683045163,1875.8470219980888,1905.358934992863,1872.9956888969568,1870.9272101399852,1873.720702647598,1857.5267071723279,1850.2319114929703,1868.389719851465,1871.0617330788634,1873.8551826013259,1896.4914840852289,1878.693699727619,1897.5466806481588,1865.9572496870067,1876.3230467556589,1849.9112186903872,1871.8998121600646,1876.3219950393789,1850.675808107109,1852.82487621337,1874.9453614097897,1870.435015838267,1891.2848680939921,1870.8569380518968,1885.689529716235,1868.5342619732698,1873.242652493521,1852.967152819128,1880.4306234916216,1872.2396549921984,1850.7280636614016,1866.4324672314665,1874.0947187281085,1874.1308367775914,1899.3899525279878,1874.675132768967,1879.7389970502913,,1872.9345395639684,1852.3732367114337,1875.493681219466,1875.478764580607,1850.9039823575633,1868.046739097307,1874.2802543315154,1874.347042881818,1892.8150910145707,1883.6082235188583,,1892.5964845722565,1867.485953821513,1850.1302492281852,1875.4909741800093,1877.2869380026332,1850.639250546717,1874.999088062021,1875.0823824154468,1868.2751558680388,1890.7596162124962,1870.5341393955991,1889.753611633323,1891.8180292203851,1867.113535333771,1852.4020066162814,1875.5988466868805,1880.0380460866118,1848.1163242157702,1868.8425047611574,1876.1108706034502,1867.2409366054644,1913.8853578334379,1874.9437531573224,1885.517647697493,1875.5242602185467,1869.2602362732812,1850.3375559492567,1872.4757721732592,1876.4959282119107,1849.537394488627,1868.4387631870645,1874.5865698397354,1875.00771246806,1897.4967248420553,1877.6194358712276,1879.211123008284,1867.7827133906305,1864.0757136313814,1850.7022458973693,1873.6932389411193,1873.1358936492452,1849.47289999066,1853.8585048649884,1874.7591454147564,1871.996188608214,1890.496216270014,1877.2177651445536,,1867.0020649521884,1870.0021853748613,1852.892322087255,1875.420273707668,1875.867477845078
SURYAPET,1850.9808859103737,1876.4902395727993,1871.0098764363331,1867.2859653715666,1898.758332199325,1874.8806232059328,,1902.9305709436242,1871.3862956714754,1858.3544487234221,1874.1175592059494,1879.0933796139238,1850.2209632489794,1877.657090794208,1876.4575201652303,1911.3572448970137,1894.459057795545,1875.3634367580567,1886.5782591956563,1915.7313034532888,1867.1799768277915,1857.327561105235,1875.51843532745,1876.4944124139702,1851.6638820873034,1876.52780484209,1876.4285325294268,1891.9454314389543,1892.3429367986578,1881.3584638148006,1874.9930636770216,1910.141127871995,1868.8273012023253,1854.382043597589,1876.4511321187365,1875.91280090327,1848.1206459180423,1876.2398656849202,1877.5486634143926,1875.7696350260362,1894.0485719942715,1874.4805093503317,1891.8012459758565,1903.3454643888076,1877.939456181861,1852.8097108714926,1874.3317549707465,1877.2627946739367,1849.8693624968894,1870.0916569862031,1876.9451975119782,1872.9281167431486,1894.41610646488,1875.5423158781111,1886.7915631312037,1886.449819154781,1876.8268065501256,1877.5440512930516,1850.7326156097665,1862.592176466322,1850.2129931638829,1876.871484736765,1875.9361437907048,1873.3261979999988,1897.4594000855923,1882.072912686551,1875.8253579121517,1910.9073135995898,1865.5792758196662,1865.2272050067895,1863.5131524710748,1880.0462726417668,1852.2944613133368,1875.235915172744,1876.7659811918527,1866.1149095160058,1899.3167601615692,1872.5412767893324,,,1869.2948344699792,1857.0511440630692,1878.1186236956514,1876.4461445189606,1857.833591581043,1878.9066051494135,1876.894156466458,1866.3021585857734,1897.5060850441869,1879.3552835509117,1883.2340761376545,1922.623547147358,1867.6384654254314,1857.9149151820677,1878.6192404191343,1875.6673451817321,1848.9589176573888,1877.3779050872572,1876.826749848756,1908.1975608103378,1902.9581365794104,1885.4794418210704,1888.2400861842725,1914.3259892260726,1850.1641619148272,1854.2964601336248,1877.0957743254182,1880.3949041450317
KAMAREDDY,1850.322324921726,1870.141427877944,1874.7313089996537,1878.7280714231372,1906.7393602251577,1873.0221993079801,1880.177739122331,1890.4866895537145,1872.4432628687937,1869.5597605708592,1873.260721872766,1856.5851413696143,1851.776929494296,1870.0207095281266,1871.1601438445566,1873.5370751618836,1894.0242044394709,1885.8390657019147,1891.4906944765369,1865.5201217510134,1872.6396763056882,1851.3546446164526,1862.5193675404578,1875.8178123304474,1851.5293814370762,1864.7252863149847,1872.701883436737,1871.929763620183,1890.5476912867045,1869.9562946352635,1889.4431777223676,1868.8961417969888,1875.031057850992,1864.8923643481733,1877.6638607587258,1874.0327807692438,1850.6203770195225,1872.8733347735608,1874.0793862259645,1875.6110903564138,1900.5750174780103,1876.311936557978,1877.849168125742,1896.5110513959858,1874.6875990118247,1853.9614308939822,1875.4171999709406,1875.9223113890407,1850.446419369583,1870.8346483410814,1874.2814633741773,1870.733351616501,1892.758523188918,1882.4380881774212,,1896.1043475802287,1874.3613568474575,1853.1633279674545,1874.9397934713581,1875.7625803886199,1850.043440591455,1876.4651071278088,1874.2574761481787,1871.1697420044532,1896.505716388685,1868.169102937605,1883.0122146183132,1895.7395852863103,1873.8195303096124,1855.8026084612916,1874.4845870175109,1876.9796720235772,1849.1088092149944,1868.0879178278856,1875.866664497926,1875.527628456447,1898.456923522088,1871.742614943908,1897.0858111393363,1881.6768980024092,1865.591686259296,1852.4760335717685,1871.4846065979268,1875.9318802676344,1851.364581339687,1872.2176244009577,1874.8127773202448,1874.3311898408122,1891.8839251647294,1877.9652254054133,1894.8509182635332,1868.3651590983231,1871.7939115971822,1850.09366875492,1865.1520153373406,1876.049218845825,1849.2121957563465,1869.5036425386506,1873.6851738380856,1875.499302431971,1892.6032892048306,1877.5040789997101,,1868.688749136519,1900.0751533181106,1860.8100707386127,1875.3189853453775,1875.8295419616018
ADILABAD,1850.3592770366804,1865.982911038564,1876.5374757939235,1863.4844276101796,1908.3088486798893,1873.9624334127823,1884.7336947792369,1885.4544677132844,1871.0418422631003,1876.3321887252744,1875.6362666841983,1867.2739784864198,1851.194661324665,1877.5034279195193,1875.4701573799944,1874.9280297878609,1891.4221536343277,1885.998803842413,1879.5590154188935,1864.6272606688203,1876.5354041323758,1850.2617711288485,1876.4567890891678,1878.292259244513,1849.1306767145918,1857.451954337069,1875.3259420718514,1872.0946010030482,1896.0660419347955,1879.2682182397045,,1868.5074852134474,1874.2242102975522,1856.8560688414898,1880.3722364849693,1872.8469015824437,1850.3421706568713,1858.240714776922,1874.821718943877,1879.0893260224261,1890.4061141717393,1883.7530759246831,,,1875.9811024484559,1854.811947050124,1876.2416095930555,1876.0930383663915,1850.5403400289692,1866.4417874419607,1874.8698361038803,1869.0118275623006,1889.6885993421643,1887.3827896542896,,1891.4196340684514,1856.4322388587352,1853.1142408057985,1875.1446770508069,1876.1069613103882,1850.1856932187404,1874.759891516407,1875.3366528408058,1863.4484473055209,1889.444282206012,1879.8074869461052,1887.2998312076056,1902.6871222127966,1869.5354642714824,1849.4141673327001,1875.9895863878535,1878.1759544786194,1850.764761607922,1876.7510877370298,1876.448129763496,1865.1577552532744,1906.9005028980857,1884.016238007876,1886.283105402235,1879.9309745494716,1867.9462690677904,1849.6292421295975,1873.3976505231426,1876.3032965757345,1850.555257320431,1878.015784256324,1875.0256842897809,1876.3934453861825,1903.601808654213,1884.5199716813822,1872.5807583709393,1868.2818429182569,1872.7438815352812,1850.633042129055,1875.680202314265,1874.041043773707,1847.2578674122853,1857.275514342902,1875.6607112790828,1866.681881327466,1894.1558129209004,1875.2005495091432,,1866.9372830193972,,1857.6107661703486,1876.2933363610528,1875.999716187664
MAHABUBABAD,1850.887442460162,1877.6889438621756,1872.2667523628666,1867.1235857464962,1890.4358266449872,1871.505226567576,,1921.7882575905858,1875.2495232960173,1857.8321505260133,1877.3965828181424,1879.190883059408,1850.34765157072,1871.6128967015277,1875.6227151586609,1904.8698140895217,1892.6786732071234,,1886.3801734492667,1923.8584673561759,1874.9323629601417,1853.5489437551182,1876.857765416116,1876.9898250796061,1851.9246878908705,1876.4470920576757,1875.9984483415094,1891.3977092611162,1893.7207437709658,1876.6389416717097,1883.3039578066016,1900.411992944225,1871.4481311744346,1853.272644124868,1876.3429143624542,1876.0858625221,1848.2319103290174,1877.5244875678743,1876.58756352591,1875.2905781925683,1894.7121244464772,1875.2670893769953,1883.7279722244389,1915.2957512971936,1876.3787904281942,1847.2712789410489,1876.3936434611612,1878.2842893679347,1850.2135507485802,1877.4877694086645,1875.0968214711872,1876.773449029437,1891.0441004366944,1876.4466862153367,1892.4608747344498,1896.7011233911003,1876.5664548504315,1875.0324117157727,1867.622377497885,1870.8504051172026,1850.4377045217063,1875.3328490781914,1875.4678216201132,1868.3182207665354,1891.243504615067,1884.5271937437424,1870.7466566665507,1914.751173873357,1865.5462413235912,1857.954687281081,1876.8337625827373,1880.0500253716348,1851.7237887455474,1875.0342863160924,1875.7083062173053,1864.7117592797167,1892.585922744646,1878.93512028914,,,1877.3351693731258,1857.1690511484849,1880.804790310283,1876.5756617680695,1852.38809190361,1874.7240917022493,1875.9897971771793,1866.7089702374933,1893.2840169262631,1883.4793289495074,1881.8866935522562,1927.1527786577415,1863.1113308056524,1853.4167117083023,1879.7419737834173,1877.25424565672,1850.0377889564688,1877.8929959924747,1875.8028909300665,1911.569680883012,1910.1723534768173,1887.812761980741,1887.2711138214456,1920.0466844624511,1859.309420787204,1851.8646461133535,1876.9303777794366,1880.7629655347125
MAHABUBNAGAR,1850.831991149724,1876.7368607048618,1876.3029368032685,1905.0494459962076,1893.3436936198264,1879.8241550953971,1877.4112768379161,1907.3482423056919,1847.1304582192633,1878.1617115679717,1870.197404856617,1850.307505666629,1850.8375530598041,1876.3819883302604,1876.8957757806004,1874.961733741653,1900.0321490945953,1878.1965450408695,1873.7546201067955,1879.1468998383668,1852.606947707741,1853.3378892255282,1850.2299166567946,1857.863896712243,1854.2066093736667,1874.754971905821,1864.6641401842512,1879.1377958808218,1901.8366625309604,1874.1600145667815,1882.0831871708128,1883.9374362609071,1844.2550933368918,1867.122616590758,1850.1359470789944,1873.0533768744851,1850.054270926633,1875.8171336030136,1876.2310738132219,1876.845876338254,1900.3983587551347,1888.0568328505374,1867.83251586538,1915.7814311833429,1867.9564162878332,1872.9142926792706,1854.1006705522543,1875.9494240428016,1849.6305808708175,1875.7588641661166,1876.079211285086,1873.6265477700458,1900.4323208062942,1878.5629223931078,,1881.0696101910794,1874.1098828892414,1857.8247135141055,1858.8167910881548,1870.010130687753,1849.6998522154217,1876.431291388241,1876.045510680987,1872.9504910443002,1897.4986589392777,1880.5619796842489,1874.9830651156742,1922.4408873199623,1878.2775651832517,1856.3788979573035,1866.4042533882807,1868.7015785430156,1851.1850047472433,1877.766503263394,1876.4182685928263,1908.6079999378524,1893.9795069230036,1884.3871412329936,1876.87992048956,1907.1042613430202,1874.6588414076325,1854.5169393076028,1850.2752127811357,1862.5562128964013,1853.901847108883,1876.4971634099338,1876.4706450942363,1873.962292508783,1896.3345069664513,1877.3346286474482,1880.3842043685077,1892.334576981985,1866.0021359417196,1852.5906551169505,,1858.5556238341078,1854.089662567142,1875.978431968334,1876.180246080014,1868.329706066867,1900.691894083887,1868.410353712693,1888.1196035935466,1887.2760359632364,,1868.018057098925,1850.4997372281946,1876.4266583767383
JAYASHANKAR BHUPALAPALLY,1850.4186603939431,1873.059767523359,1844.6962314377163,1914.2680303211557,1889.7788506042064,1870.273189406292,,1921.4502926023895,1877.8710708855465,1856.809815082473,1876.101240076229,1875.6225632566427,1850.4349116012888,1864.4655231358324,1876.705324961294,1906.9473774684288,1890.5194704597343,,1883.82511755535,1919.9528156221854,1873.0674349797803,1851.726364379985,1876.1894624396195,1876.1672889390147,1851.448666147574,1876.1560077392146,1876.9601670653851,1871.6630992948074,1896.2836463304866,1879.602085490603,1872.2647279576827,1910.7874992870431,1877.7683401000065,1851.9801689198719,1875.9764939871816,1877.1367336294195,1850.1104840726362,1877.0257804117148,1871.1419185338796,1876.1044435213662,1903.8166929926244,1876.3146246357182,1884.4197508911222,1878.1863100773037,1877.779376395497,1849.6483101538538,1875.5271706757087,1876.5642484712487,1850.0989226671165,1877.827521778661,1876.3020538082178,1876.1406552118985,1896.9411252282048,1877.6441923380041,1888.4199915625502,1863.1829167161388,1877.9583149444557,1877.20800856913,1871.9780652019394,1874.7290970186675,1850.1860343425274,1866.749922398601,1876.2695260859282,1871.6628095145238,1892.8691767594203,1877.779256817811,1879.7049932144018,1900.3149137380856,1878.1672224671347,1857.9704354222208,1875.8932205521855,1879.3813114258505,1850.649525924091,1877.5949922548962,1877.466954844495,1862.3912451098024,1891.376213527541,1874.8979678925962,,,1852.845908833203,1856.738004172312,1878.049475249742,1876.7568277730293,1850.7185914314618,1876.4218028558996,1876.280769859223,1865.5449722655665,1892.8967038139012,1874.1164851215028,1872.0221365107786,1894.2249320107946,1847.1574331170305,1855.2470848059643,1875.8300931763717,1876.862154265107,1850.1556958355136,1877.1784456736334,1876.5525545623073,1872.3955790591724,1921.446308869627,1884.521504088813,1887.8469111593276,1919.7342675163336,1852.4062852640047,1851.679011346739,1875.5391459169946,1882.2887716096777
JANGAON,1849.7918656595348,1871.9045574494344,1869.7321435354238,1867.8390827200199,1895.3756669781276,1868.3916098619736,1873.0770653853722,1896.2423228248288,1873.1941521730148,1854.4669427345013,1868.0858783924705,1873.8587265141027,1851.1429720803642,1877.7595208605144,1871.5572701732376,1905.3623211001245,1889.5203928606745,1877.3497064779588,1893.330224111635,1873.9275754004843,1871.6308824647276,1852.5719671692686,1874.866870314657,1875.5991304462223,1849.2000173374008,1863.8874266435676,1871.3233073567167,1873.152927116429,1896.0583902420362,1873.2975836673356,1883.3723114987727,1876.7080672253899,1866.3860277453612,1853.259867417208,1875.6683377610022,1874.6535639365602,1850.1400209340538,1866.9213214960612,1871.6322839235022,1872.2716378184773,1889.579876204376,1873.0624947380536,1905.0497128734723,1869.9515498076223,1871.2079201922977,1854.8046504529073,1875.2947575556598,1873.487304457365,1850.4115719676763,1870.7359911122119,1871.5700535712847,1871.1293687474015,1892.8973587161884,1873.151280419174,1875.91869514816,1865.8767555358834,1871.27153460542,1868.333878691834,1858.2815888504565,1857.767695210771,1849.424760550227,1873.3408762426434,1871.3621676623,1878.361663457235,1896.7957717321397,1877.1326644871126,1891.0004338200672,1900.1593149188884,1875.5181665003163,1864.0580863451337,1857.9556410036257,1877.4735931274874,1849.3206765009552,1870.4639527395557,1870.6177473190164,1865.0984220496457,1898.5087471141835,1873.8624161319133,1892.2461745781727,1914.42648324461,1870.02034678267,1851.950193525381,1872.5297853254715,1875.5700699391402,1854.4677830024787,1876.6598872458615,1872.5721393611832,1868.4852372055593,1896.2889611372834,1873.2014418062865,1893.7720114891852,1882.919735722946,1876.2207511632935,1852.1504750883114,1876.339035738441,1874.8934439747457,1845.0944264839325,1864.8506486928686,1873.2125236850138,1868.3554502867619,1899.5602450473873,1875.3699700166928,1884.0753860123655,1881.2275183447978,1872.6861829450809,1854.0353652118085,1875.0572654734895,1878.572893305607
NARAYANPET,1851.7905465468261,1871.4249795652872,1871.6806965629114,1878.8907660226773,1891.0168287423448,1879.3889789241712,1872.1930487867112,1870.4552247642703,1873.7388560693641,1870.202260857453,1856.1118133818118,1853.1444601956796,1852.161441234617,1870.8832642032125,1871.1266205419813,1870.4508591124834,1897.2533988232587,1890.5206805012447,1867.6527427833057,1866.2032916272685,1873.0832848319994,1854.5604688771994,1852.0679762511215,1853.8300646836797,1854.5303140108724,1866.8666986394016,1872.5525380945392,1880.1011017590288,1900.9006121747987,1893.7339003785858,1868.5221182713494,1865.9510995279811,1873.4103640889991,1874.2409323199445,1851.8813532793363,1865.2359123103986,1850.240220807859,1873.6444450886934,1871.6003962873572,1877.6939615489875,1896.7629251115536,1897.7181944503834,1863.3495215347252,1881.700379822313,1875.389009301766,1866.6317895618663,1852.4840532373319,1864.3508494362252,1849.8830028173286,1872.7590276921305,1871.1487128658398,1878.8735251573755,1899.947299660535,1875.8171207128114,,1867.659717361991,1872.5537597033665,1861.3328584717895,1853.3140241652077,1855.9890708851663,1851.8118414508267,1871.3343377301735,1870.9035370720674,1874.8871878219495,1895.915110821744,1875.5311346784536,1867.9749586501957,1886.5621396786453,1870.2181482925055,1853.687057612709,1853.4175029820399,1856.417670988445,1851.5908769154908,1871.064575594145,1871.1141205903123,1880.1215762183442,1891.6413998229232,1884.5367848376666,1864.5089332807945,1869.9038926429346,1871.1629411735291,1852.9037160668786,1852.9218214031093,1852.0354305038627,1854.9444679740843,1871.6392466414793,1871.8475032083834,1872.4777339129012,1896.2396444651238,1884.5414286476905,1867.4412915749601,1866.0054643119133,1865.4789693707385,1854.3650481433942,1848.7693000129946,1853.096656310773,1852.2867496398285,1871.2436528637008,1871.4186697971118,1878.3707493943543,1898.3123114799346,1875.456019699028,1868.4602338829445,1868.8029111591802,1918.2206917075562,1867.2762243120458,1852.2939248131306,1869.4420221319194
JOGULAMBA GADWAL,1851.2511944806445,1875.8618003838144,1875.6038969188883,1899.6242412245044,1892.891041472646,1883.340547846701,1869.7051950255086,1883.0438327473116,1856.5856467950139,1876.4371520173395,1853.658331139479,1850.1048615958728,1851.0364321402099,1875.583631013436,1875.8478918084015,1872.2555615377005,1892.9264586178856,1890.7195554338086,1870.42095345244,1881.0979133993033,1854.396491530165,1854.112179138284,1851.1334926440516,1850.9311521369405,1855.2476674103311,1871.7107830642244,1868.7588151472423,1876.4370028884407,1899.1404784520907,1889.4723284250258,1870.0659583243657,1882.19482172295,1855.3556872404395,1878.2872195512566,1850.3615889963341,1862.622824706598,1850.3112058327758,1877.0080315548576,1875.2056856339282,1873.1424952917666,1897.8446718824725,1878.176654584983,1866.7346531644337,1893.603618717728,,1863.707464243385,1850.1603860262662,1859.6807228952432,1849.381468824637,1877.2819233974972,1875.116020372393,1871.037927254123,1898.1056685820802,1879.0968830777213,,1878.8342212032298,1875.7969417523377,1868.531946438778,1852.2687662077824,1854.0702396975628,1851.5993327471726,1875.0755171454787,1875.081263048771,1871.725979931996,1894.433975536095,1876.7667702891456,1870.563305490721,,1876.3219467027586,1856.919051941207,1850.990294733645,1855.0398011866264,1851.6212388646416,1875.937172753002,1875.2444251752343,1904.7284463993724,1891.949494562297,1887.6290840585748,1867.66221268867,1886.6221716182517,1872.8856447555452,1855.7566266745966,1850.6536318367814,1849.9698954532234,1855.6190164328425,1875.8142977271382,1876.1237526086095,1871.4622238081154,1890.8576824601412,1886.4965493726613,1870.8722025496243,1888.5640762946832,1866.4496779544606,1853.4006871041192,,1851.2896232388084,1854.3678595033189,1874.8920852791375,1875.6336396439126,1868.8276888666053,1896.254896394773,1868.4285615971512,1873.2237236605731,1890.211479343327,,1862.5836378823508,1850.3420149740975,1867.0447068884191
WANAPARTHY,1850.4446955915398,1876.5383233251519,1876.15798403038,1907.3430191613602,1896.6627303747314,1879.5648717465072,1873.7432604134792,1914.667964511363,1847.6030702831397,1877.8383699968178,1874.6834538839046,1849.9683592475944,1850.4049564021423,1876.4571975749707,1876.5728697682446,1875.0315059134066,1898.795190581638,1876.1161762148365,1875.0543963628668,1901.2285056202143,1850.6729892826445,1853.277891502689,1851.1721459728299,1851.09383262725,1853.3000526794156,1873.8720197388357,1871.3258540197678,1874.4095862862262,1902.3142191753466,1877.6010113414504,1874.9802076526332,1898.47616349424,1848.1794953299163,1874.3873805990042,1850.4172557938068,1875.209570640779,1850.0386241892404,1876.456752783041,1876.5450965136906,1877.7133415516453,1900.5887535271863,1883.5008848598845,1870.4578751057252,1906.802039164282,1865.4952832064198,1871.8517009164093,1850.0393071953006,1876.077969017186,1849.5763167105931,1877.1228290723182,1876.1072405148934,1870.7896384521766,1898.6454023528763,1882.2468398999708,,1891.1135083678234,1873.798113870155,1858.2671446373065,1852.0307156245397,1872.968054212935,1848.9831784753212,1876.2185920064724,1876.3439769879633,1878.8891243029723,1895.4221204705793,1878.1021033511138,1875.591755727309,1924.935131732378,1879.2240632176542,1856.9448039781175,1869.1902152073492,1872.7591673979214,1850.1923820215789,1877.5921488220306,1876.1691170389058,1911.0948661615337,1894.2233967190712,1883.6707640615477,1875.231489895021,1919.7425372562363,1878.7042103526408,1854.7075759194786,1850.4388422606382,1861.9989541761456,1855.3679565112002,1876.427337667696,1877.6157805553087,1868.2112185487572,1892.7061486203338,1879.489961710617,1875.6007429385909,1911.3490686555106,1866.5087952423557,1851.9406110295888,,1851.7531470435274,1853.32921937771,1875.9842816607727,1876.3403366598427,1864.5301914477877,1899.191130509752,1871.248456371972,1883.037799461052,1911.356579451083,,1868.6197472289987,1850.2847795724201,1877.2996780347264
