district,2014_01_01,2014_02_01,2014_03_01,2014_04_01,2014_05_01,2014_06_01,2014_07_01,2014_08_01,2014_09_01,2014_10_01,2014_11_01,2014_12_01,2015_01_01,2015_02_01,2015_03_01,2015_04_01,2015_05_01,2015_06_01,2015_07_01,2015_08_01,2015_09_01,2015_10_01,2015_11_01,2015_12_01,2016_01_01,2016_02_01,2016_03_01,2016_04_01,2016_05_01,2016_06_01,2016_07_01,2016_08_01,2016_09_01,2016_10_01,2016_11_01,2016_12_01,2017_01_01,2017_02_01,2017_03_01,2017_04_01,2017_05_01,2017_06_01,2017_07_01,2017_08_01,2017_09_01,2017_10_01,2017_11_01,2017_12_01,2018_01_01,2018_02_01,2018_03_01,2018_04_01,2018_05_01,2018_06_01,2018_07_01,2018_08_01,2018_09_01,2018_10_01,2018_11_01,2018_12_01,2019_01_01,2019_03_01,2019_04_01,2019_05_01,2019_06_01,2019_07_01,2019_08_01,2019_09_01,2019_10_01,2019_11_01,2019_12_01,2020_01_01,2020_02_01,2020_03_01,2020_04_01,2020_05_01,2020_06_01,2020_07_01,2020_08_01,2020_09_01,2020_10_01,2020_11_01,2020_12_01,2021_01_01,2021_02_01,2021_03_01,2021_04_01,2021_05_01,2021_06_01,2021_07_01,2021_08_01,2021_09_01,2021_10_01,2021_11_01,2021_12_01,2022_01_01,2022_02_01,2022_03_01,2022_04_01,2022_05_01,2022_07_01,2022_08_01,2022_09_01,2022_10_01,2022_11_01,2022_12_01
CHANDIGARH,1875.0142596394883,1850.1734727541816,1855.7111010746826,1878.1909996032718,1978.3557430170504,1904.5976502241228,1915.975981319772,1880.3433033694037,1850.1665035247365,1874.7353624523603,1878.770626517244,1879.7197186129315,1874.1460311600465,1850.865670933044,1856.6233402347873,1877.407683385464,1951.3278110976546,1901.7891797853085,1906.9959667299424,1879.2300002478319,1880.019729039425,1876.6608464453352,1881.3525836989422,1879.8755113928262,1879.7714615590007,1849.7403714856139,1856.913127419494,1876.7474225135363,1937.45478099848,1921.6794109604357,1915.1757598534118,1879.8256046582742,1857.3981921320865,1876.6695758189962,1875.9364197965779,1879.7347792966154,1875.7225952740473,1850.3989934204385,1858.6072609842042,1877.2082898030224,1928.90109017235,1905.3147215278952,1917.940546764577,1839.663995360619,1856.2066759636455,1876.7070020621572,1882.7225351099737,1879.3620739964613,1877.5235214110508,1852.3287960414357,1871.502099704636,1879.77647009814,1874.568877409651,1902.4580002463522,1917.6716053870075,1833.0511019774308,1879.9679350405272,1876.028589513577,1881.520226071636,1875.9653576680944,1876.9383930368863,1879.7475227578655,1877.8937276924637,1946.5921888339938,1931.9691548438007,1930.614629078065,1833.8940921785745,1846.1799007941866,1876.2026379844183,1873.688705925726,1875.6997545598763,1873.3171928845618,1849.6747249013556,1857.0227193736207,1845.9207819371368,1976.450314369334,1933.4886911862025,1920.4779349699234,1881.0631154359064,1849.8973471889392,1876.2788628422434,1872.6160911198451,1879.743467260449,1877.3569149148555,1849.6939510333834,1856.7715097380121,1877.405644027093,1909.8902562231647,1915.5468869586934,1914.81192725642,1880.077632832347,1871.5450462131334,1849.8683697424701,1882.2488698184109,1879.7345228585427,1875.6356770164793,1849.9792757955884,1856.4778911996743,1877.192730281548,1939.3740028602926,1883.560740667538,1879.7748632935966,1857.4282430926362,1876.0059242188847,1881.9927068796562,1878.9575960790721
