district,2014_01_01,2014_02_01,2014_03_01,2014_04_01,2014_05_01,2014_06_01,2014_07_01,2014_08_01,2014_09_01,2014_10_01,2014_11_01,2014_12_01,2015_01_01,2015_02_01,2015_03_01,2015_04_01,2015_05_01,2015_06_01,2015_07_01,2015_08_01,2015_09_01,2015_10_01,2015_11_01,2015_12_01,2016_01_01,2016_02_01,2016_03_01,2016_04_01,2016_05_01,2016_06_01,2016_07_01,2016_08_01,2016_09_01,2016_10_01,2016_11_01,2016_12_01,2017_01_01,2017_02_01,2017_03_01,2017_04_01,2017_05_01,2017_06_01,2017_07_01,2017_08_01,2017_09_01,2017_10_01,2017_11_01,2017_12_01,2018_01_01,2018_02_01,2018_03_01,2018_04_01,2018_05_01,2018_06_01,2018_07_01,2018_08_01,2018_09_01,2018_10_01,2018_11_01,2018_12_01,2019_01_01,2019_02_01,2019_03_01,2019_04_01,2019_05_01,2019_06_01,2019_07_01,2019_08_01,2019_09_01,2019_10_01,2019_11_01,2019_12_01,2020_01_01,2020_02_01,2020_03_01,2020_04_01,2020_05_01,2020_06_01,2020_07_01,2020_08_01,2020_09_01,2020_10_01,2020_12_01,2021_01_01,2021_02_01,2021_03_01,2021_04_01,2021_05_01,2021_06_01,2021_07_01,2021_08_01,2021_09_01,2021_10_01,2021_11_01,2021_12_01,2022_01_01,2022_02_01,2022_03_01,2022_04_01,2022_05_01,2022_06_01,2022_07_01,2022_08_01,2022_09_01,2022_10_01,2022_11_01,2022_12_01,2023_01_01,2023_02_01,2023_03_01,2023_05_01,2023_06_01,2023_07_01,2023_08_01,2023_09_01,2023_10_01,2023_11_01,2023_12_01
LAKSHADWEEP,1867.4030108958616,1878.7878286820508,1872.845661759804,1867.3160113363106,1866.8406902547626,1871.9913544108122,1870.7146352308118,1880.719514893549,1867.5859597687756,1873.212087041232,1851.1492897942778,1849.9675442038717,1857.7848830293015,1875.4574084533083,1876.1282121486447,1869.1553117452747,1865.3451386539957,1873.1592241621483,1876.2496452304704,1867.5837808225756,1904.2885106184197,1875.873563162443,1849.4117057632195,1849.488023613866,1857.8195507967666,1875.9685352606916,1873.4896994420003,1867.5691128840765,1861.1388600337848,1873.2162301764308,1869.7792082722453,1865.8909330245667,1909.88135733541,1873.5463759895692,1854.158375302472,1849.5006086420346,1857.3830405686704,1876.1214874075865,1876.9098141827576,1878.6494169916784,1873.655828727858,1872.2142153641876,1873.3703693405087,1873.7376728740517,1876.0235782735497,1875.8668139667661,1850.259366136126,1850.230489104617,1862.2958185044774,1877.0262303342904,1878.496524920026,1876.3520507986693,1872.8001075521422,1850.8344951517772,1876.5954254386274,1870.5660902692698,1870.5566141772158,1873.3818256809695,1850.5174687662654,1850.8441902497116,1861.6619798370857,1876.133555405586,1876.2873027959188,1864.746124706689,1871.7180031839596,1876.7773621177116,1871.9982409246422,1866.3042220758427,1879.7425415145633,1875.3659798121191,1853.1740860900588,1850.4878037497535,1870.7905639604974,1876.7179423638988,1876.0936705958027,1864.6436885711441,1864.175479771879,1868.257843526137,1876.7869844463503,1874.255403603693,1868.7420368503206,1870.6429312240812,1850.1487450843624,1857.9023997060349,1876.3873615193972,1876.2764986002844,1872.2612586450746,1880.075303614393,1870.1883272645282,1870.021596555962,1868.4613898162306,1901.28031253111,1869.45148456662,1853.092464644613,1849.542359135128,1857.354317843556,1875.6340717682447,1876.0114654334625,1878.222472562079,1879.833967623251,1860.3472410911272,1878.733001148464,1869.605469843926,1914.6072357909088,1868.75178716768,1850.5064955367639,1849.9175209555474,1855.1767649677392,1872.5459925543944,1875.6600965276061,1874.5560100199857,1872.779430145262,1874.7365161332082,1874.8793694151273,1871.7934274533136,1878.3094632817674,1852.561455558838,1851.0114405567103
